"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
121,211,"ZAF","South Africa",2,"Free State",121,"Virginia","Magisterial District","Magisterial District",NA,NA
122,211,"ZAF","South Africa",2,"Free State",122,"Vredefort","Magisterial District","Magisterial District",NA,NA
123,211,"ZAF","South Africa",2,"Free State",123,"Vrede","Magisterial District","Magisterial District",NA,NA
124,211,"ZAF","South Africa",2,"Free State",124,"Welkom","Magisterial District","Magisterial District",NA,NA
125,211,"ZAF","South Africa",2,"Free State",125,"Wepener","Magisterial District","Magisterial District",NA,NA
126,211,"ZAF","South Africa",2,"Free State",126,"Wesselsbron","Magisterial District","Magisterial District",NA,NA
127,211,"ZAF","South Africa",2,"Free State",127,"Winburg","Magisterial District","Magisterial District",NA,NA
128,211,"ZAF","South Africa",2,"Free State",128,"Witsieshoek","Magisterial District","Magisterial District",NA,NA
129,211,"ZAF","South Africa",2,"Free State",129,"Zastron","Magisterial District","Magisterial District",NA,NA
130,211,"ZAF","South Africa",3,"Gauteng",130,"Alberton","Magisterial District","Magisterial District",NA,NA
131,211,"ZAF","South Africa",3,"Gauteng",131,"Benoni","Magisterial District","Magisterial District",NA,NA
132,211,"ZAF","South Africa",3,"Gauteng",132,"Boksburg","Magisterial District","Magisterial District",NA,NA
133,211,"ZAF","South Africa",3,"Gauteng",133,"Brakpan","Magisterial District","Magisterial District",NA,NA
134,211,"ZAF","South Africa",3,"Gauteng",134,"Bronkhorstspruit","Magisterial District","Magisterial District",NA,NA
135,211,"ZAF","South Africa",3,"Gauteng",135,"Cullinan","Magisterial District","Magisterial District",NA,NA
136,211,"ZAF","South Africa",3,"Gauteng",136,"Germiston","Magisterial District","Magisterial District",NA,NA
137,211,"ZAF","South Africa",3,"Gauteng",137,"Heidelberg","Magisterial District","Magisterial District",NA,NA
138,211,"ZAF","South Africa",3,"Gauteng",138,"Johannesburg","Magisterial District","Magisterial District",NA,NA
139,211,"ZAF","South Africa",3,"Gauteng",139,"Kempton Park","Magisterial District","Magisterial District",NA,NA
140,211,"ZAF","South Africa",3,"Gauteng",140,"Krugersdorp","Magisterial District","Magisterial District",NA,NA
141,211,"ZAF","South Africa",3,"Gauteng",141,"Nigel","Magisterial District","Magisterial District",NA,NA
142,211,"ZAF","South Africa",3,"Gauteng",142,"Oberholzer","Magisterial District","Magisterial District",NA,NA
143,211,"ZAF","South Africa",3,"Gauteng",143,"Pretoria","Magisterial District","Magisterial District",NA,NA
144,211,"ZAF","South Africa",3,"Gauteng",144,"Randburg","Magisterial District","Magisterial District",NA,NA
145,211,"ZAF","South Africa",3,"Gauteng",145,"Randfontein","Magisterial District","Magisterial District",NA,NA
146,211,"ZAF","South Africa",3,"Gauteng",146,"Roodepoort","Magisterial District","Magisterial District",NA,NA
147,211,"ZAF","South Africa",3,"Gauteng",147,"Soshanguve","Magisterial District","Magisterial District",NA,NA
148,211,"ZAF","South Africa",3,"Gauteng",148,"Soweto","Magisterial District","Magisterial District",NA,NA
149,211,"ZAF","South Africa",3,"Gauteng",149,"Springs","Magisterial District","Magisterial District",NA,NA
150,211,"ZAF","South Africa",3,"Gauteng",150,"Vanderbijlpark","Magisterial District","Magisterial District",NA,NA
151,211,"ZAF","South Africa",3,"Gauteng",151,"Vereeniging","Magisterial District","Magisterial District",NA,NA
152,211,"ZAF","South Africa",3,"Gauteng",152,"Westonaria","Magisterial District","Magisterial District",NA,NA
153,211,"ZAF","South Africa",3,"Gauteng",153,"Wonderboom","Magisterial District","Magisterial District",NA,NA
154,211,"ZAF","South Africa",4,"KwaZulu-Natal",154,"Alfred","Magisterial District","Magisterial District",NA,NA
155,211,"ZAF","South Africa",4,"KwaZulu-Natal",155,"Babanango","Magisterial District","Magisterial District",NA,NA
156,211,"ZAF","South Africa",4,"KwaZulu-Natal",156,"Bergville","Magisterial District","Magisterial District",NA,NA
157,211,"ZAF","South Africa",4,"KwaZulu-Natal",157,"Camperdown","Magisterial District","Magisterial District",NA,NA
158,211,"ZAF","South Africa",4,"KwaZulu-Natal",158,"Chatswoth","Magisterial District","Magisterial District",NA,NA
159,211,"ZAF","South Africa",4,"KwaZulu-Natal",159,"Dannhauser","Magisterial District","Magisterial District",NA,NA
160,211,"ZAF","South Africa",4,"KwaZulu-Natal",160,"Dundee","Magisterial District","Magisterial District",NA,NA
161,211,"ZAF","South Africa",4,"KwaZulu-Natal",161,"Durban","Magisterial District","Magisterial District",NA,NA
162,211,"ZAF","South Africa",4,"KwaZulu-Natal",162,"Eshowe","Magisterial District","Magisterial District",NA,NA
163,211,"ZAF","South Africa",4,"KwaZulu-Natal",163,"Estcourt","Magisterial District","Magisterial District",NA,NA
164,211,"ZAF","South Africa",4,"KwaZulu-Natal",164,"Glencoe","Magisterial District","Magisterial District",NA,NA
165,211,"ZAF","South Africa",4,"KwaZulu-Natal",165,"Hlabisa","Magisterial District","Magisterial District",NA,NA
166,211,"ZAF","South Africa",4,"KwaZulu-Natal",166,"Impendle","Magisterial District","Magisterial District",NA,NA
167,211,"ZAF","South Africa",4,"KwaZulu-Natal",167,"Inanda","Magisterial District","Magisterial District",NA,NA
168,211,"ZAF","South Africa",4,"KwaZulu-Natal",168,"Ingwavuma","Magisterial District","Magisterial District",NA,NA
169,211,"ZAF","South Africa",4,"KwaZulu-Natal",169,"Ixopo","Magisterial District","Magisterial District",NA,NA
170,211,"ZAF","South Africa",4,"KwaZulu-Natal",170,"Kliprivier","Magisterial District","Magisterial District",NA,NA
171,211,"ZAF","South Africa",4,"KwaZulu-Natal",171,"Kranskop","Magisterial District","Magisterial District",NA,NA
172,211,"ZAF","South Africa",4,"KwaZulu-Natal",172,"Lions River","Magisterial District","Magisterial District",NA,NA
173,211,"ZAF","South Africa",4,"KwaZulu-Natal",173,"Lower Tugela","Magisterial District","Magisterial District",NA,NA
174,211,"ZAF","South Africa",4,"KwaZulu-Natal",174,"Lower Umfolozi","Magisterial District","Magisterial District",NA,NA
175,211,"ZAF","South Africa",4,"KwaZulu-Natal",175,"Mapumulo","Magisterial District","Magisterial District",NA,NA
176,211,"ZAF","South Africa",4,"KwaZulu-Natal",176,"Mhlabathini","Magisterial District","Magisterial District",NA,NA
177,211,"ZAF","South Africa",4,"KwaZulu-Natal",177,"Mooi","Magisterial District","Magisterial District",NA,NA
178,211,"ZAF","South Africa",4,"KwaZulu-Natal",178,"Mount Currie","Magisterial District","Magisterial District",NA,NA
179,211,"ZAF","South Africa",4,"KwaZulu-Natal",179,"Msinga","Magisterial District","Magisterial District",NA,NA
180,211,"ZAF","South Africa",4,"KwaZulu-Natal",180,"Mthonjaneni","Magisterial District","Magisterial District",NA,NA
181,211,"ZAF","South Africa",4,"KwaZulu-Natal",181,"Mtunzini","Magisterial District","Magisterial District",NA,NA
182,211,"ZAF","South Africa",4,"KwaZulu-Natal",182,"Ndwedwe","Magisterial District","Magisterial District",NA,NA
183,211,"ZAF","South Africa",4,"KwaZulu-Natal",183,"New Hanover","Magisterial District","Magisterial District",NA,NA
184,211,"ZAF","South Africa",4,"KwaZulu-Natal",184,"Newcastle","Magisterial District","Magisterial District",NA,NA
185,211,"ZAF","South Africa",4,"KwaZulu-Natal",185,"Ngotshe","Magisterial District","Magisterial District",NA,NA
186,211,"ZAF","South Africa",4,"KwaZulu-Natal",186,"Nkandla","Magisterial District","Magisterial District",NA,NA
187,211,"ZAF","South Africa",4,"KwaZulu-Natal",187,"Nongoma","Magisterial District","Magisterial District",NA,NA
188,211,"ZAF","South Africa",4,"KwaZulu-Natal",188,"Nqutu","Magisterial District","Magisterial District",NA,NA
189,211,"ZAF","South Africa",4,"KwaZulu-Natal",189,"Paulpietersburg","Magisterial District","Magisterial District",NA,NA
190,211,"ZAF","South Africa",4,"KwaZulu-Natal",190,"Pietermaritzburg","Magisterial District","Magisterial District",NA,NA
191,211,"ZAF","South Africa",4,"KwaZulu-Natal",191,"Pinetown","Magisterial District","Magisterial District",NA,NA
192,211,"ZAF","South Africa",4,"KwaZulu-Natal",192,"Polela","Magisterial District","Magisterial District",NA,NA
193,211,"ZAF","South Africa",4,"KwaZulu-Natal",193,"Port Shepstone","Magisterial District","Magisterial District",NA,NA
194,211,"ZAF","South Africa",4,"KwaZulu-Natal",194,"Richmond","Magisterial District","Magisterial District",NA,NA
195,211,"ZAF","South Africa",4,"KwaZulu-Natal",195,"Simdlangentsha","Magisterial District","Magisterial District",NA,NA
196,211,"ZAF","South Africa",4,"KwaZulu-Natal",196,"Ubombo","Magisterial District","Magisterial District",NA,NA
197,211,"ZAF","South Africa",4,"KwaZulu-Natal",197,"Umbumbulu","Magisterial District","Magisterial District",NA,NA
198,211,"ZAF","South Africa",4,"KwaZulu-Natal",198,"Umlazi","Magisterial District","Magisterial District",NA,NA
199,211,"ZAF","South Africa",4,"KwaZulu-Natal",199,"Umvoti","Magisterial District","Magisterial District",NA,NA
200,211,"ZAF","South Africa",4,"KwaZulu-Natal",200,"Umzimkulu","Magisterial District","Magisterial District",NA,NA
201,211,"ZAF","South Africa",4,"KwaZulu-Natal",201,"Umzinto","Magisterial District","Magisterial District",NA,NA
202,211,"ZAF","South Africa",4,"KwaZulu-Natal",202,"Underberg","Magisterial District","Magisterial District",NA,NA
203,211,"ZAF","South Africa",4,"KwaZulu-Natal",203,"Utrecht","Magisterial District","Magisterial District",NA,NA
204,211,"ZAF","South Africa",4,"KwaZulu-Natal",204,"Vryheid","Magisterial District","Magisterial District",NA,NA
205,211,"ZAF","South Africa",4,"KwaZulu-Natal",205,"Weenen","Magisterial District","Magisterial District",NA,NA
206,211,"ZAF","South Africa",5,"Limpopo",206,"Bochum","Magisterial District","Magisterial District",NA,NA
207,211,"ZAF","South Africa",5,"Limpopo",207,"Bolobedu","Magisterial District","Magisterial District",NA,NA
208,211,"ZAF","South Africa",5,"Limpopo",208,"Dzanani","Magisterial District","Magisterial District",NA,NA
209,211,"ZAF","South Africa",5,"Limpopo",209,"Ellisras","Magisterial District","Magisterial District",NA,NA
210,211,"ZAF","South Africa",5,"Limpopo",210,"Giyani","Magisterial District","Magisterial District",NA,NA
211,211,"ZAF","South Africa",5,"Limpopo",211,"Hlanganani","Magisterial District","Magisterial District",NA,NA
212,211,"ZAF","South Africa",5,"Limpopo",212,"Letaba","Magisterial District","Magisterial District",NA,NA
213,211,"ZAF","South Africa",5,"Limpopo",213,"Lulekani","Magisterial District","Magisterial District",NA,NA
214,211,"ZAF","South Africa",5,"Limpopo",214,"Malamulela","Magisterial District","Magisterial District",NA,NA
215,211,"ZAF","South Africa",5,"Limpopo",215,"Mapulaneng","Magisterial District","Magisterial District",NA,NA
216,211,"ZAF","South Africa",5,"Limpopo",216,"Messina","Magisterial District","Magisterial District",NA,NA
217,211,"ZAF","South Africa",5,"Limpopo",217,"Mhala","Magisterial District","Magisterial District",NA,NA
218,211,"ZAF","South Africa",5,"Limpopo",218,"Mokerong","Magisterial District","Magisterial District",NA,NA
219,211,"ZAF","South Africa",5,"Limpopo",219,"Mutali","Magisterial District","Magisterial District",NA,NA
220,211,"ZAF","South Africa",5,"Limpopo",220,"Namakgale","Magisterial District","Magisterial District",NA,NA
221,211,"ZAF","South Africa",5,"Limpopo",221,"Naphuno","Magisterial District","Magisterial District",NA,NA
222,211,"ZAF","South Africa",5,"Limpopo",222,"Nebo","Magisterial District","Magisterial District",NA,NA
223,211,"ZAF","South Africa",5,"Limpopo",223,"Phalaborwa","Magisterial District","Magisterial District",NA,NA
224,211,"ZAF","South Africa",5,"Limpopo",224,"Pietersburg","Magisterial District","Magisterial District",NA,NA
225,211,"ZAF","South Africa",5,"Limpopo",225,"Potgietersrus","Magisterial District","Magisterial District",NA,NA
226,211,"ZAF","South Africa",5,"Limpopo",226,"Ritavi","Magisterial District","Magisterial District",NA,NA
227,211,"ZAF","South Africa",5,"Limpopo",227,"Sekgosese","Magisterial District","Magisterial District",NA,NA
228,211,"ZAF","South Africa",5,"Limpopo",228,"Sekhukhuneland","Magisterial District","Magisterial District",NA,NA
229,211,"ZAF","South Africa",5,"Limpopo",229,"Seshego","Magisterial District","Magisterial District",NA,NA
230,211,"ZAF","South Africa",5,"Limpopo",230,"Soutpansberg","Magisterial District","Magisterial District",NA,NA
231,211,"ZAF","South Africa",5,"Limpopo",231,"Thabamoopo","Magisterial District","Magisterial District",NA,NA
232,211,"ZAF","South Africa",5,"Limpopo",232,"Thabazimbi","Magisterial District","Magisterial District",NA,NA
233,211,"ZAF","South Africa",5,"Limpopo",233,"Thohoyandou","Magisterial District","Magisterial District",NA,NA
234,211,"ZAF","South Africa",5,"Limpopo",234,"Vuwani","Magisterial District","Magisterial District",NA,NA
235,211,"ZAF","South Africa",5,"Limpopo",235,"Warmbad","Magisterial District","Magisterial District",NA,NA
236,211,"ZAF","South Africa",5,"Limpopo",236,"Waterberg","Magisterial District","Magisterial District",NA,NA
237,211,"ZAF","South Africa",6,"Mpumalanga",237,"Amersfoort","Magisterial District","Magisterial District",NA,NA
238,211,"ZAF","South Africa",6,"Mpumalanga",238,"Balfour","Magisterial District","Magisterial District",NA,NA
239,211,"ZAF","South Africa",6,"Mpumalanga",239,"Barberton","Magisterial District","Magisterial District",NA,NA
240,211,"ZAF","South Africa",6,"Mpumalanga",240,"Belfast","Magisterial District","Magisterial District",NA,NA
241,211,"ZAF","South Africa",6,"Mpumalanga",241,"Bethal","Magisterial District","Magisterial District",NA,NA
242,211,"ZAF","South Africa",6,"Mpumalanga",242,"Carolina","Magisterial District","Magisterial District",NA,NA
243,211,"ZAF","South Africa",6,"Mpumalanga",243,"Delmas","Magisterial District","Magisterial District",NA,NA
244,211,"ZAF","South Africa",6,"Mpumalanga",244,"Eerstehoek","Magisterial District","Magisterial District",NA,NA
245,211,"ZAF","South Africa",6,"Mpumalanga",245,"Ermelo","Magisterial District","Magisterial District",NA,NA
246,211,"ZAF","South Africa",6,"Mpumalanga",246,"Groblersdal","Magisterial District","Magisterial District",NA,NA
247,211,"ZAF","South Africa",6,"Mpumalanga",247,"Highveld Ridge","Magisterial District","Magisterial District",NA,NA
248,211,"ZAF","South Africa",6,"Mpumalanga",248,"Kriel","Magisterial District","Magisterial District",NA,NA
249,211,"ZAF","South Africa",6,"Mpumalanga",249,"KwaMhlanga","Magisterial District","Magisterial District",NA,NA
250,211,"ZAF","South Africa",6,"Mpumalanga",250,"Lydenburg","Magisterial District","Magisterial District",NA,NA
251,211,"ZAF","South Africa",6,"Mpumalanga",251,"Mbibana","Magisterial District","Magisterial District",NA,NA
252,211,"ZAF","South Africa",6,"Mpumalanga",252,"Mdutjana","Magisterial District","Magisterial District",NA,NA
